,Unnamed: 0,Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),distance
4797,39538,,,,,3,Snack,electric_scooter,1.0,No,Metropolitian,37,20002.519688984314
4798,4550,,,Sandstorms,Medium,2,Meal,scooter,1.0,No,Urban,27,20002.519688984314
4799,31398,38.0,4.5,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,28,20002.519688984314
4800,31246,33.0,4.9,Fog,Low,2,Snack,motorcycle,1.0,No,Urban,16,20002.519688984314
4801,30035,23.0,4.3,Fog,Jam,1,Meal,scooter,2.0,Yes,Metropolitian,39,20002.519688984314
4802,38841,20.0,4.9,Cloudy,Jam,2,Buffet,motorcycle,0.0,No,Metropolitian,22,20002.519688956894
4803,31770,25.0,4.8,Stormy,Medium,2,Drinks,scooter,1.0,No,Urban,23,20002.519688956894
4804,26168,39.0,4.9,Windy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,47,20002.519688956894
4805,24847,38.0,4.7,Windy,Low,1,Meal,scooter,0.0,No,Metropolitian,29,20002.519688956894
4806,8680,30.0,4.1,Fog,Medium,2,Buffet,motorcycle,1.0,No,Metropolitian,31,20002.519688956894
4807,13936,34.0,4.6,Cloudy,Jam,0,Snack,motorcycle,1.0,No,Urban,28,20002.519688956894
4808,39133,24.0,4.7,Stormy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,24,20002.519688956894
4809,27926,27.0,4.7,Fog,High,0,Buffet,motorcycle,1.0,No,Urban,28,20002.519688956894
4810,10490,23.0,4.8,Cloudy,Low,1,Meal,scooter,1.0,No,Urban,28,20002.51968892417
4811,27790,39.0,4.2,Sandstorms,Jam,1,Snack,scooter,1.0,No,Metropolitian,32,20002.51968892417
4812,10254,26.0,4.5,Windy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,20,20002.51968892417
4813,11545,34.0,4.7,Windy,Low,2,Snack,scooter,1.0,No,Urban,23,20002.51968892417
4814,39094,25.0,4.5,Sunny,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,19,20002.51968892417
4815,42324,34.0,4.6,Fog,Medium,2,Meal,electric_scooter,1.0,No,Metropolitian,18,20002.51968892417
4816,34014,39.0,4.9,Sunny,Jam,2,Buffet,scooter,0.0,No,Metropolitian,23,20002.51968892417
4817,38123,23.0,4.7,Windy,High,0,Buffet,motorcycle,0.0,No,Urban,15,20002.51968892417
4818,26533,20.0,4.8,Cloudy,Medium,2,Buffet,scooter,1.0,No,Metropolitian,19,20002.51968892417
4819,14331,36.0,4.2,Windy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,35,20002.51968892417
4820,28765,32.0,4.4,Sandstorms,Jam,1,Drinks,motorcycle,1.0,No,Urban,34,20002.51968892417
4821,8930,26.0,4.7,Sandstorms,High,2,Drinks,electric_scooter,0.0,No,Metropolitian,28,20002.51968892417
4822,8443,32.0,4.3,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Metropolitian,31,20002.51968892417
4823,31990,32.0,4.7,Sunny,Medium,2,Snack,scooter,0.0,No,Urban,22,20002.51968892417
4824,10820,26.0,4.9,Stormy,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,25,20002.51968892392
4825,7696,31.0,3.4,Sunny,Low,0,Snack,motorcycle,1.0,No,Urban,31,20002.51968892392
4826,9843,35.0,3.6,Sandstorms,Jam,2,Drinks,scooter,1.0,No,Urban,31,20002.51968892392
4827,20859,21.0,4.0,Fog,Jam,2,Meal,scooter,1.0,No,Metropolitian,37,20002.51968892392
4828,5835,38.0,5.0,Windy,Medium,2,Drinks,scooter,0.0,No,Metropolitian,26,20002.51968892392
4829,18489,30.0,5.0,Sunny,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,40,20002.51968892392
4830,13062,24.0,4.9,Windy,Medium,2,Drinks,scooter,1.0,No,Urban,22,20002.51968892392
4831,33439,27.0,4.6,Cloudy,Low,1,Snack,motorcycle,1.0,No,Metropolitian,29,20002.51968892392
4832,9172,32.0,5.0,Sandstorms,High,2,Buffet,electric_scooter,1.0,No,Metropolitian,31,20002.51968892392
4833,6188,28.0,4.8,Fog,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,26,20002.51968892392
4834,7123,38.0,4.7,Windy,Jam,1,Drinks,scooter,1.0,No,Metropolitian,27,20002.5196889119
4835,12763,23.0,4.9,Cloudy,Low,1,Drinks,scooter,1.0,No,Metropolitian,13,20002.5196889119
4836,39161,32.0,4.6,Stormy,Low,2,Snack,electric_scooter,1.0,No,Urban,21,20002.5196889119
4837,44789,36.0,4.8,Windy,Medium,2,Snack,scooter,1.0,No,Urban,29,20002.5196889119
4838,15958,26.0,4.7,Windy,Medium,2,Buffet,scooter,1.0,No,Metropolitian,20,20002.5196889119
4839,9953,36.0,4.6,Stormy,Low,0,Buffet,motorcycle,0.0,No,,24,20002.5196889119
4840,11523,20.0,5.0,Cloudy,Jam,0,Snack,motorcycle,1.0,Yes,Metropolitian,45,20002.5196889119
4841,25351,23.0,4.8,Cloudy,Low,2,Meal,motorcycle,0.0,No,Urban,10,20002.5196889119
4842,15931,21.0,4.6,Cloudy,Jam,1,Buffet,scooter,0.0,No,Metropolitian,20,20002.5196889119
4843,28658,28.0,4.7,Stormy,High,1,Snack,scooter,,No,Metropolitian,19,20002.5196889119
4844,29670,38.0,3.7,Sandstorms,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,39,20002.519688893542
4845,24165,34.0,5.0,Cloudy,Jam,2,Drinks,motorcycle,3.0,Yes,Metropolitian,47,20002.519688893542
4846,35701,32.0,4.7,Fog,High,2,Snack,electric_scooter,1.0,No,Metropolitian,32,20002.519688893542
4847,9592,26.0,4.8,Stormy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,28,20002.519688893542
4848,25797,38.0,4.5,Sandstorms,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,28,20002.519688893542
4849,20142,21.0,4.5,Windy,High,1,Buffet,motorcycle,1.0,No,Metropolitian,27,20002.519688893542
4850,21497,33.0,5.0,Stormy,Jam,2,Drinks,electric_scooter,0.0,No,Metropolitian,28,20002.519688893542
4851,36041,,,,,1,Drinks,motorcycle,1.0,No,Metropolitian,37,20002.519688893542
4852,5883,33.0,4.5,Sunny,Medium,2,Buffet,motorcycle,0.0,No,Metropolitian,21,20002.519688893542
4853,37949,,,Windy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,24,20002.519688893542
4854,18203,38.0,4.3,Sandstorms,Jam,2,Drinks,scooter,0.0,No,Metropolitian,34,20002.519688893542
4855,16448,31.0,4.6,Cloudy,Jam,2,Drinks,scooter,1.0,No,Urban,27,20002.519688893542
4856,23676,27.0,4.8,Sandstorms,Low,1,Meal,motorcycle,0.0,No,Urban,10,20002.519688893542
4857,4004,37.0,4.2,Windy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,39,20002.519688890727
4858,4653,28.0,4.6,Fog,High,0,Snack,motorcycle,0.0,No,Metropolitian,21,20002.519688890727
4859,42716,24.0,4.3,Sandstorms,Jam,0,Buffet,motorcycle,0.0,No,,33,20002.519688890727
4860,20480,23.0,4.6,Sandstorms,Jam,1,Snack,motorcycle,0.0,No,Metropolitian,26,20002.519688890727
4861,24537,27.0,4.9,Stormy,Low,1,Snack,motorcycle,0.0,No,Urban,12,20002.519688890727
4862,37011,20.0,4.8,Fog,Medium,2,Drinks,scooter,1.0,No,Urban,15,20002.519688890727
4863,19825,27.0,4.8,Sandstorms,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,24,20002.519688890727
4864,28978,24.0,4.3,Stormy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,27,20002.519688890727
4865,31953,36.0,4.1,Sandstorms,Jam,1,Snack,scooter,1.0,No,Urban,36,20002.519688890727
4866,4341,27.0,4.9,Windy,Low,2,Meal,scooter,0.0,No,Metropolitian,13,20002.519688890727
4867,14797,22.0,4.8,Cloudy,Low,2,Snack,scooter,,No,Urban,14,20002.519688890727
4868,2433,38.0,4.7,Fog,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,30,20002.519688890727
4869,21018,31.0,5.0,Stormy,Low,2,Buffet,electric_scooter,0.0,No,Metropolitian,26,20002.519688890727
4870,24040,29.0,4.8,Sandstorms,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,18,20002.519688879976
4871,38729,21.0,4.9,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Metropolitian,20,20002.519688879976
4872,13161,23.0,4.8,Sandstorms,Jam,1,Snack,scooter,1.0,No,Metropolitian,22,20002.519688879976
4873,16923,33.0,4.8,Sunny,High,1,Buffet,motorcycle,1.0,No,Metropolitian,18,20002.519688879976
4874,35131,25.0,4.9,Cloudy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,25,20002.519688879976
4875,1653,27.0,4.5,Cloudy,Medium,2,Drinks,motorcycle,0.0,No,Metropolitian,29,20002.519688879976
4876,22217,33.0,4.6,Sandstorms,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,25,20002.519688879976
4877,30039,28.0,4.7,Sunny,Low,0,Buffet,motorcycle,0.0,No,Urban,16,20002.519688879976
4878,8885,25.0,5.0,Stormy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,20,20002.519688879976
4879,36788,20.0,4.7,Fog,Low,1,Snack,motorcycle,0.0,No,Urban,10,20002.519688879976
4880,45099,,,Windy,Jam,2,Meal,scooter,1.0,No,Urban,19,20002.519688862303
4881,4786,34.0,5.0,Cloudy,Low,0,Drinks,motorcycle,0.0,No,Urban,23,20002.519688862303
4882,26830,36.0,4.6,Fog,Medium,1,Snack,motorcycle,2.0,No,Metropolitian,44,20002.519688862303
4883,11703,33.0,4.6,Sandstorms,Low,1,Snack,motorcycle,1.0,No,Metropolitian,23,20002.519688862303
4884,14017,31.0,4.6,Sunny,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,29,20002.519688862303
4885,34531,24.0,4.1,Windy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,37,20002.519688862303
4886,44386,33.0,4.8,Fog,Medium,1,Snack,scooter,0.0,No,Metropolitian,16,20002.519688862303
4887,18113,22.0,4.5,Windy,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,25,20002.519688862303
4888,45484,37.0,4.8,Fog,Low,1,Meal,scooter,1.0,No,Urban,16,20002.519688862303
4889,40039,23.0,4.8,Sandstorms,Low,1,Drinks,scooter,,No,Metropolitian,18,20002.519688862303
4890,31017,36.0,4.3,Windy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,35,20002.519688862303
4891,19262,36.0,4.6,Sunny,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,24,20002.519688862303
4892,42164,35.0,4.3,Windy,Jam,2,Snack,electric_scooter,0.0,No,Urban,39,20002.519688862303
4893,10864,32.0,4.5,Fog,Low,2,Snack,scooter,0.0,No,Urban,18,20002.519688862303
4894,33539,29.0,4.6,Stormy,Jam,2,Drinks,electric_scooter,1.0,No,Urban,28,20002.519688851764
4895,17060,38.0,4.5,Sunny,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,29,20002.519688851764
4896,9542,26.0,4.7,Fog,Jam,1,Drinks,scooter,2.0,No,Metropolitian,41,20002.519688851764
4897,43053,32.0,4.8,Windy,High,0,Buffet,motorcycle,2.0,No,Metropolitian,49,20002.519688851764
4898,8255,22.0,4.9,Windy,High,2,Meal,scooter,0.0,No,Metropolitian,13,20002.519688851764
4899,40194,23.0,4.6,Stormy,Low,0,Buffet,motorcycle,1.0,No,Urban,20,20002.519688851764
4900,30384,33.0,4.8,Sandstorms,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,36,20002.519688851764
4901,34482,24.0,4.8,Windy,Jam,1,Drinks,motorcycle,0.0,No,Metropolitian,16,20002.519688851764
4902,41975,22.0,4.5,Stormy,Low,0,Buffet,motorcycle,1.0,No,,18,20002.519688851764
4903,35802,23.0,4.4,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,34,20002.519688851764
4904,5093,25.0,5.0,Windy,Jam,1,Meal,scooter,1.0,No,Urban,29,20002.519688851764
4905,33255,36.0,4.2,Sandstorms,Jam,2,Drinks,scooter,1.0,No,Metropolitian,36,20002.519688851764
4906,21093,23.0,4.0,Cloudy,Medium,2,Meal,electric_scooter,1.0,No,Metropolitian,31,20002.519688851764
4907,806,39.0,4.7,Fog,Medium,2,Snack,scooter,0.0,No,Metropolitian,18,20002.519688851764
4908,32853,28.0,5.0,Cloudy,Jam,2,Buffet,electric_scooter,0.0,No,Metropolitian,42,20002.519688851127
4909,33496,33.0,4.7,Sunny,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,37,20002.519688851127
4910,28344,34.0,4.9,Sandstorms,High,1,Meal,motorcycle,0.0,No,Metropolitian,30,20002.519688851127
4911,528,28.0,5.0,Fog,Jam,2,Buffet,scooter,2.0,No,Metropolitian,40,20002.519688851127
4912,9644,30.0,4.2,Fog,Medium,2,Meal,scooter,2.0,No,Metropolitian,35,20002.519688851127
4913,20644,24.0,4.9,Windy,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,23,20002.519688851127
4914,18566,,,,,3,Drinks,motorcycle,1.0,No,Metropolitian,16,20002.519688851127
4915,954,23.0,4.6,Sunny,Medium,1,Drinks,scooter,0.0,No,Metropolitian,13,20002.519688851127
4916,44748,39.0,3.9,Sandstorms,Jam,2,Snack,motorcycle,2.0,No,Metropolitian,36,20002.519688851127
4917,31371,36.0,4.8,Sandstorms,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,46,20002.519688851127
4918,34226,33.0,4.8,Fog,Jam,2,Buffet,motorcycle,1.0,No,Urban,40,20002.519688851127
4919,27223,35.0,4.7,Sandstorms,Jam,0,Drinks,motorcycle,1.0,Yes,Metropolitian,46,20002.519688840996
4920,40655,35.0,4.8,Stormy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,27,20002.519688840996
4921,4516,27.0,4.8,Stormy,Low,2,Buffet,motorcycle,,No,Urban,15,20002.519688840996
4922,11832,22.0,4.4,Fog,Jam,2,Buffet,electric_scooter,1.0,No,Metropolitian,35,20002.519688840996
4923,38057,25.0,4.6,Stormy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,29,20002.519688840996
4924,35774,22.0,4.5,Cloudy,Medium,1,Meal,motorcycle,0.0,No,Metropolitian,18,20002.519688840996
4925,28679,25.0,4.6,Fog,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,37,20002.519688840996
4926,34500,23.0,4.7,Fog,Medium,1,Snack,scooter,1.0,No,Metropolitian,19,20002.519688840996
4927,22521,22.0,4.8,Cloudy,Low,2,Meal,scooter,0.0,No,Metropolitian,10,20002.519688840996
4928,3405,36.0,4.9,Fog,High,0,Meal,motorcycle,1.0,No,Metropolitian,27,20002.519688840996
4929,11198,32.0,5.0,Cloudy,Low,2,Drinks,electric_scooter,1.0,No,Metropolitian,15,20002.519688840996
4930,19028,23.0,4.3,Fog,Jam,2,Drinks,motorcycle,0.0,No,Metropolitian,31,20002.519688840996
4931,8612,32.0,4.5,Sunny,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,23,20002.519688840996
4932,12276,23.0,5.0,Windy,Medium,2,Meal,scooter,1.0,No,Metropolitian,27,20002.519688840996
4933,7978,27.0,4.2,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Metropolitian,24,20002.519688839897
4934,15645,23.0,4.7,Sandstorms,Low,2,Drinks,scooter,1.0,No,Urban,19,20002.519688839897
4935,33770,25.0,4.7,Fog,High,2,Snack,motorcycle,1.0,No,Urban,27,20002.519688839897
4936,15794,30.0,5.0,Cloudy,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,31,20002.519688839897
4937,9935,20.0,4.5,Stormy,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,19,20002.519688839897
4938,38775,35.0,4.8,Fog,Low,2,Meal,electric_scooter,1.0,No,Metropolitian,18,20002.519688839897
4939,6757,27.0,4.6,Cloudy,Low,2,Drinks,motorcycle,1.0,No,Urban,10,20002.519688839897
4940,7761,35.0,4.8,Fog,Medium,2,Meal,scooter,1.0,No,Metropolitian,16,20002.519688839897
4941,44050,30.0,4.6,Cloudy,Jam,0,Meal,motorcycle,0.0,No,Urban,25,20002.519688839897
4942,12083,28.0,4.9,Windy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,15,20002.519688839897
4943,13635,31.0,5.0,Sandstorms,Medium,0,Meal,motorcycle,2.0,No,Metropolitian,46,20002.519688839897
4944,10818,31.0,4.7,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,27,20002.519688839897
4945,1199,30.0,4.2,Windy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,44,20002.519688839897
4946,37438,23.0,4.8,Cloudy,Medium,1,Snack,motorcycle,0.0,No,Metropolitian,11,20002.519688839897
4947,8239,31.0,4.7,Fog,Low,1,Meal,motorcycle,1.0,No,Urban,19,20002.51968882827
4948,20703,23.0,4.6,Windy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,27,20002.51968882827
4949,18620,30.0,4.5,Cloudy,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,15,20002.51968882827
4950,156,35.0,4.8,Fog,Medium,0,Meal,motorcycle,3.0,No,Metropolitian,48,20002.51968882827
4951,36549,32.0,4.2,Cloudy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,33,20002.51968882827
4952,24765,34.0,4.3,Fog,Jam,2,Meal,scooter,1.0,Yes,Metropolitian,48,20002.51968882827
4953,30982,39.0,4.8,Windy,Jam,0,Meal,motorcycle,1.0,No,Urban,49,20002.51968882827
4954,22910,37.0,4.9,Fog,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,41,20002.51968882827
4955,31608,31.0,3.9,Cloudy,Low,2,Drinks,electric_scooter,1.0,No,Metropolitian,37,20002.51968882827
4956,12699,36.0,4.8,Sunny,Jam,1,Meal,scooter,1.0,No,Metropolitian,29,20002.51968882827
4957,19126,22.0,5.0,Sunny,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,26,20002.51968882827
4958,22537,25.0,4.7,Cloudy,Medium,2,Snack,electric_scooter,1.0,No,Metropolitian,29,20002.519688783595
4959,33677,21.0,4.2,Fog,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,43,20002.519688783595
4960,12750,20.0,5.0,Sunny,Medium,1,Meal,scooter,0.0,No,Urban,12,20002.519688783595
4961,41337,32.0,4.6,Fog,Low,0,Snack,motorcycle,1.0,No,Urban,24,20002.519688783595
4962,9590,23.0,4.7,Stormy,Low,1,Drinks,scooter,1.0,No,Urban,19,20002.519688783595
4963,1269,34.0,5.0,Sandstorms,Jam,1,Drinks,scooter,1.0,No,Metropolitian,26,20002.519688783595
4964,19940,34.0,4.9,Sunny,Medium,2,Buffet,scooter,0.0,No,Metropolitian,24,20002.519688783595
4965,22793,24.0,4.2,Sunny,Jam,0,Buffet,motorcycle,1.0,No,Semi-Urban,48,20002.519688783595
4966,17196,28.0,4.9,Cloudy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,43,20002.519688783595
4967,33401,35.0,3.6,Windy,Jam,2,Snack,scooter,2.0,No,Metropolitian,42,20002.519688783595
4968,453,25.0,4.7,Fog,Low,1,Snack,motorcycle,0.0,No,Urban,11,20002.51968876809
4969,28279,26.0,4.7,Windy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,27,20002.51968876809
4970,26171,23.0,4.6,Cloudy,Low,2,Snack,scooter,0.0,No,Metropolitian,23,20002.51968876809
4971,11618,38.0,3.7,Windy,Medium,2,Buffet,scooter,1.0,No,Metropolitian,32,20002.51968876809
4972,38096,34.0,4.6,Windy,Jam,2,Snack,scooter,1.0,No,Metropolitian,25,20002.51968876809
4973,25039,39.0,5.0,Sunny,Low,1,Snack,motorcycle,0.0,No,Metropolitian,12,20002.51968876809
4974,19612,20.0,4.8,Fog,Medium,1,Meal,scooter,0.0,No,Metropolitian,31,20002.51968876809
4975,10393,30.0,4.4,Sandstorms,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,34,20002.51968876809
4976,3304,26.0,4.6,Fog,Low,1,Meal,scooter,0.0,No,Urban,19,20002.51968876809
4977,23113,20.0,4.6,Sandstorms,Jam,1,Snack,scooter,1.0,No,Metropolitian,16,20002.51968876809
4978,5314,24.0,4.8,Windy,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,20,20002.51968876809
4979,40715,29.0,4.9,Cloudy,High,1,Snack,scooter,0.0,No,Metropolitian,25,20002.51968876809
4980,19587,36.0,4.0,Sandstorms,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,31,20002.51968876809
4981,45032,26.0,4.7,Stormy,High,0,Snack,motorcycle,1.0,No,Metropolitian,33,20002.51968876809
4982,20883,24.0,4.6,Windy,Low,1,Snack,scooter,0.0,No,Urban,11,20002.51968875991
4983,41155,,,,,3,Snack,scooter,1.0,No,Urban,30,20002.51968875991
4984,44481,24.0,4.6,Sunny,Medium,1,Buffet,scooter,1.0,No,Metropolitian,13,20002.51968875991
4985,22998,26.0,4.3,Cloudy,Jam,2,Meal,scooter,1.0,No,Metropolitian,31,20002.51968875991
4986,12046,20.0,5.0,Sandstorms,Low,2,Snack,scooter,0.0,No,Metropolitian,15,20002.51968875991
4987,44783,21.0,4.8,Stormy,Jam,0,Snack,motorcycle,1.0,No,Urban,26,20002.51968875991
4988,27071,23.0,4.6,Windy,Medium,1,Buffet,scooter,1.0,No,Metropolitian,28,20002.51968875991
4989,15763,39.0,4.8,Cloudy,Medium,1,Drinks,scooter,2.0,No,Metropolitian,38,20002.51968875991
4990,21108,29.0,4.7,Stormy,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,18,20002.51968875991
4991,5067,37.0,4.1,Stormy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,33,20002.519684655694
4992,37308,24.0,4.5,Fog,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,25,20002.519684655694
4993,16731,35.0,4.8,Cloudy,Medium,2,Snack,scooter,0.0,No,Metropolitian,17,20002.519684655694
4994,25052,30.0,4.2,Windy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,34,20002.519684655694
4995,32020,23.0,4.7,Sandstorms,Jam,2,Buffet,electric_scooter,1.0,No,Metropolitian,24,20002.519684655694
4996,4128,22.0,4.8,Sandstorms,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,20,20002.519684655694
4997,27845,32.0,4.1,Sunny,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,34,20002.519684655694
4998,33001,35.0,4.9,Sunny,Low,2,Meal,scooter,0.0,No,Metropolitian,23,20002.519684655694
4999,6734,32.0,5.0,Fog,High,2,Drinks,scooter,1.0,No,Metropolitian,27,20002.519684655694
5000,41092,39.0,4.8,Stormy,Low,2,Drinks,scooter,1.0,No,Metropolitian,26,20002.519684655694
5001,10965,27.0,4.8,Sandstorms,Medium,2,Meal,scooter,1.0,No,Metropolitian,24,20002.519684655694
5002,6899,39.0,4.7,Cloudy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,27,20002.519684655694
5003,3875,,,Stormy,Low,2,Meal,scooter,0.0,No,Urban,13,20002.5196845645
5004,14697,39.0,5.0,Fog,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,37,20002.5196845645
5005,32049,34.0,4.7,Cloudy,Medium,1,Buffet,scooter,1.0,No,Urban,16,20002.5196845645
5006,33578,34.0,4.7,Fog,High,1,Drinks,scooter,1.0,No,Metropolitian,25,20002.5196845645
5007,42876,27.0,5.0,Stormy,High,2,Meal,scooter,1.0,No,Metropolitian,24,20002.5196845645
5008,29843,37.0,4.3,Cloudy,Jam,1,Meal,scooter,1.0,No,Metropolitian,32,20002.5196845645
5009,875,37.0,3.6,Stormy,Medium,2,Snack,scooter,1.0,No,Metropolitian,38,20002.5196845645
5010,33262,30.0,4.2,Stormy,Low,0,Snack,motorcycle,2.0,No,Metropolitian,34,20002.5196845645
5011,2768,24.0,4.5,Fog,Low,2,Snack,scooter,1.0,No,Metropolitian,29,20002.51968456174
5012,21569,22.0,4.3,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,35,20002.51968456174
5013,23008,25.0,5.0,Fog,Jam,1,Meal,scooter,2.0,No,Metropolitian,36,20002.51968456174
5014,32521,28.0,5.0,Sunny,Medium,2,Buffet,electric_scooter,1.0,No,Metropolitian,18,20002.51968456174
5015,25329,31.0,4.4,Fog,Medium,1,Drinks,motorcycle,2.0,No,Metropolitian,36,20002.51968456174
5016,27122,20.0,4.0,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Urban,19,20002.51968456174
5017,5909,37.0,4.6,Fog,Low,2,Meal,scooter,0.0,No,Metropolitian,19,20002.51968456174
5018,29426,38.0,5.0,Sandstorms,Jam,1,Snack,scooter,1.0,No,Metropolitian,31,20002.51968456174
5019,13261,27.0,4.7,Cloudy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,27,20002.51968456174
5020,37279,32.0,4.5,Sunny,Medium,1,Snack,scooter,0.0,No,Urban,20,20002.51968456174
5021,5234,29.0,5.0,Stormy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,34,20002.51968456174
5022,1984,24.0,5.0,Sunny,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,27,20002.51968456174
5023,1830,23.0,4.8,Cloudy,High,0,Drinks,motorcycle,1.0,No,Urban,28,20002.519684549705
5024,40427,22.0,4.7,Fog,High,0,Snack,motorcycle,1.0,No,Metropolitian,25,20002.519684549705
5025,30133,23.0,4.8,Fog,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,43,20002.519684549705
5026,40399,29.0,4.7,Windy,Jam,1,Snack,motorcycle,1.0,No,Urban,12,20002.519684549705
5027,20700,36.0,4.9,Fog,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,27,20002.519684549705
5028,8982,31.0,4.6,Fog,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,15,20002.519684549705
5029,39011,36.0,5.0,Stormy,Low,2,Snack,scooter,0.0,No,Metropolitian,29,20002.519684549705
5030,2227,25.0,4.7,Stormy,Low,1,Drinks,motorcycle,0.0,No,Urban,15,20002.519684549705
5031,18410,29.0,4.6,Windy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,29,20002.519684549705
5032,16214,37.0,4.8,Cloudy,High,0,Buffet,motorcycle,1.0,No,Metropolitian,28,20002.519684549705
5033,6898,23.0,4.6,Sandstorms,Jam,2,Meal,motorcycle,0.0,No,Metropolitian,20,20002.519684549705
5034,20440,34.0,4.7,Sandstorms,Low,0,Snack,motorcycle,,No,Metropolitian,28,20002.519684549705
5035,37585,20.0,4.7,Windy,Medium,2,Snack,electric_scooter,1.0,No,Urban,19,20002.51968453452
5036,29573,23.0,4.1,Fog,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,32,20002.51968453452
5037,42975,39.0,4.4,Windy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,20,20002.51968453452
5038,10845,24.0,4.1,Fog,Jam,2,Drinks,motorcycle,1.0,No,Metropolitian,41,20002.51968453452
5039,36317,37.0,4.8,Fog,Low,1,Drinks,scooter,1.0,No,Urban,30,20002.51968453452
5040,44144,22.0,4.7,Cloudy,Low,2,Meal,scooter,1.0,No,Metropolitian,21,20002.51968453452
5041,32807,27.0,4.6,Stormy,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,19,20002.51968453452
5042,22437,31.0,4.7,Sandstorms,Jam,1,Meal,scooter,0.0,No,Metropolitian,30,20002.51968453452
